MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|GENDER
00866|31|3040|general medicine|30190|infectious disease|
00867|31|3040|general medicine|30190|infectious disease|
00869|31|3040|general medicine|30190|infectious disease|
0088|31|3040|general medicine|30190|infectious disease|
009.0|31|3040|general medicine|30190|infectious disease|
009.1|31|3040|general medicine|30190|infectious disease|
009.2|31|3040|general medicine|30190|infectious disease|
009.3|31|3040|general medicine|30190|infectious disease|
0090|31|3040|general medicine|30190|infectious disease|
0091|31|3040|general medicine|30190|infectious disease|
0092|31|3040|general medicine|30190|infectious disease|
0093|31|3040|general medicine|30190|infectious disease|
010.00|31|3040|general medicine|30190|infectious disease|
010.01|31|3040|general medicine|30190|infectious disease|
010.02|31|3040|general medicine|30190|infectious disease|
010.03|31|3040|general medicine|30190|infectious disease|
010.04|31|3040|general medicine|30190|infectious disease|
010.05|31|3040|general medicine|30190|infectious disease|
010.06|31|3040|general medicine|30190|infectious disease|
010.10|31|3040|general medicine|30190|infectious disease|
010.11|31|3040|general medicine|30190|infectious disease|
010.12|31|3040|general medicine|30190|infectious disease|
010.13|31|3040|general medicine|30190|infectious disease|
010.14|31|3040|general medicine|30190|infectious disease|
010.15|31|3040|general medicine|30190|infectious disease|
010.16|31|3040|general medicine|30190|infectious disease|
010.80|31|3040|general medicine|30190|infectious disease|
010.81|31|3040|general medicine|30190|infectious disease|
010.82|31|3040|general medicine|30190|infectious disease|
010.83|31|3040|general medicine|30190|infectious disease|
010.84|31|3040|general medicine|30190|infectious disease|
010.85|31|3040|general medicine|30190|infectious disease|
010.86|31|3040|general medicine|30190|infectious disease|
010.90|31|3040|general medicine|30190|infectious disease|
010.91|31|3040|general medicine|30190|infectious disease|
010.92|31|3040|general medicine|30190|infectious disease|
010.93|31|3040|general medicine|30190|infectious disease|
010.94|31|3040|general medicine|30190|infectious disease|
010.95|31|3040|general medicine|30190|infectious disease|
010.96|31|3040|general medicine|30190|infectious disease|
01000|31|3040|general medicine|30190|infectious disease|
01001|31|3040|general medicine|30190|infectious disease|
01002|31|3040|general medicine|30190|infectious disease|
01003|31|3040|general medicine|30190|infectious disease|
01004|31|3040|general medicine|30190|infectious disease|
01005|31|3040|general medicine|30190|infectious disease|
01006|31|3040|general medicine|30190|infectious disease|
01010|31|3040|general medicine|30190|infectious disease|
01011|31|3040|general medicine|30190|infectious disease|
01012|31|3040|general medicine|30190|infectious disease|
01013|31|3040|general medicine|30190|infectious disease|
01014|31|3040|general medicine|30190|infectious disease|
01015|31|3040|general medicine|30190|infectious disease|
01016|31|3040|general medicine|30190|infectious disease|
01080|31|3040|general medicine|30190|infectious disease|
01081|31|3040|general medicine|30190|infectious disease|
01082|31|3040|general medicine|30190|infectious disease|
01083|31|3040|general medicine|30190|infectious disease|
01084|31|3040|general medicine|30190|infectious disease|
01085|31|3040|general medicine|30190|infectious disease|
01086|31|3040|general medicine|30190|infectious disease|
01090|31|3040|general medicine|30190|infectious disease|
01091|31|3040|general medicine|30190|infectious disease|
01092|31|3040|general medicine|30190|infectious disease|
01093|31|3040|general medicine|30190|infectious disease|
01094|31|3040|general medicine|30190|infectious disease|
01095|31|3040|general medicine|30190|infectious disease|
01096|31|3040|general medicine|30190|infectious disease|
011.00|31|3040|general medicine|30190|infectious disease|
011.01|31|3040|general medicine|30190|infectious disease|
011.02|31|3040|general medicine|30190|infectious disease|
011.03|31|3040|general medicine|30190|infectious disease|
011.04|31|3040|general medicine|30190|infectious disease|
011.05|31|3040|general medicine|30190|infectious disease|
011.06|31|3040|general medicine|30190|infectious disease|
011.10|31|3040|general medicine|30190|infectious disease|
011.11|31|3040|general medicine|30190|infectious disease|
011.12|31|3040|general medicine|30190|infectious disease|
011.13|31|3040|general medicine|30190|infectious disease|
011.14|31|3040|general medicine|30190|infectious disease|
011.15|31|3040|general medicine|30190|infectious disease|
011.16|31|3040|general medicine|30190|infectious disease|
011.20|31|3040|general medicine|30190|infectious disease|
011.21|31|3040|general medicine|30190|infectious disease|
011.22|31|3040|general medicine|30190|infectious disease|
011.23|31|3040|general medicine|30190|infectious disease|
011.24|31|3040|general medicine|30190|infectious disease|
011.25|31|3040|general medicine|30190|infectious disease|
011.26|31|3040|general medicine|30190|infectious disease|
011.30|31|3040|general medicine|30190|infectious disease|
011.31|31|3040|general medicine|30190|infectious disease|
011.32|31|3040|general medicine|30190|infectious disease|
011.33|31|3040|general medicine|30190|infectious disease|
011.34|31|3040|general medicine|30190|infectious disease|
011.35|31|3040|general medicine|30190|infectious disease|
011.36|31|3040|general medicine|30190|infectious disease|
011.40|31|3040|general medicine|30190|infectious disease|
011.41|31|3040|general medicine|30190|infectious disease|
011.42|31|3040|general medicine|30190|infectious disease|
011.43|31|3040|general medicine|30190|infectious disease|
011.44|31|3040|general medicine|30190|infectious disease|
011.45|31|3040|general medicine|30190|infectious disease|
011.46|31|3040|general medicine|30190|infectious disease|
011.50|31|3040|general medicine|30190|infectious disease|
011.51|31|3040|general medicine|30190|infectious disease|
011.52|31|3040|general medicine|30190|infectious disease|
011.53|31|3040|general medicine|30190|infectious disease|
011.54|31|3040|general medicine|30190|infectious disease|
011.55|31|3040|general medicine|30190|infectious disease|
011.56|31|3040|general medicine|30190|infectious disease|
011.60|31|3040|general medicine|30190|infectious disease|
011.61|31|3040|general medicine|30190|infectious disease|
011.62|31|3040|general medicine|30190|infectious disease|
011.63|31|3040|general medicine|30190|infectious disease|
011.64|31|3040|general medicine|30190|infectious disease|
011.65|31|3040|general medicine|30190|infectious disease|
011.66|31|3040|general medicine|30190|infectious disease|
011.70|31|3040|general medicine|30190|infectious disease|
011.71|31|3040|general medicine|30190|infectious disease|
011.72|31|3040|general medicine|30190|infectious disease|
011.73|31|3040|general medicine|30190|infectious disease|
011.74|31|3040|general medicine|30190|infectious disease|
011.75|31|3040|general medicine|30190|infectious disease|
011.76|31|3040|general medicine|30190|infectious disease|
011.80|31|3040|general medicine|30190|infectious disease|
011.81|31|3040|general medicine|30190|infectious disease|
011.82|31|3040|general medicine|30190|infectious disease|
011.83|31|3040|general medicine|30190|infectious disease|
011.84|31|3040|general medicine|30190|infectious disease|
011.85|31|3040|general medicine|30190|infectious disease|
011.86|31|3040|general medicine|30190|infectious disease|
011.90|31|3040|general medicine|30190|infectious disease|
011.91|31|3040|general medicine|30190|infectious disease|
011.92|31|3040|general medicine|30190|infectious disease|
011.93|31|3040|general medicine|30190|infectious disease|
011.94|31|3040|general medicine|30190|infectious disease|
011.95|31|3040|general medicine|30190|infectious disease|
011.96|31|3040|general medicine|30190|infectious disease|
01100|31|3040|general medicine|30190|infectious disease|
01101|31|3040|general medicine|30190|infectious disease|
01102|31|3040|general medicine|30190|infectious disease|
01103|31|3040|general medicine|30190|infectious disease|
01104|31|3040|general medicine|30190|infectious disease|
01105|31|3040|general medicine|30190|infectious disease|
01106|31|3040|general medicine|30190|infectious disease|
01110|31|3040|general medicine|30190|infectious disease|
01111|31|3040|general medicine|30190|infectious disease|
01112|31|3040|general medicine|30190|infectious disease|
01113|31|3040|general medicine|30190|infectious disease|
01114|31|3040|general medicine|30190|infectious disease|
01115|31|3040|general medicine|30190|infectious disease|
01116|31|3040|general medicine|30190|infectious disease|
01120|31|3040|general medicine|30190|infectious disease|
01121|31|3040|general medicine|30190|infectious disease|
01122|31|3040|general medicine|30190|infectious disease|
01123|31|3040|general medicine|30190|infectious disease|
01124|31|3040|general medicine|30190|infectious disease|
01125|31|3040|general medicine|30190|infectious disease|
01126|31|3040|general medicine|30190|infectious disease|
01130|31|3040|general medicine|30190|infectious disease|
01131|31|3040|general medicine|30190|infectious disease|
01132|31|3040|general medicine|30190|infectious disease|
01133|31|3040|general medicine|30190|infectious disease|
01134|31|3040|general medicine|30190|infectious disease|
01135|31|3040|general medicine|30190|infectious disease|
01136|31|3040|general medicine|30190|infectious disease|
01140|31|3040|general medicine|30190|infectious disease|
01141|31|3040|general medicine|30190|infectious disease|
01142|31|3040|general medicine|30190|infectious disease|
01143|31|3040|general medicine|30190|infectious disease|
01144|31|3040|general medicine|30190|infectious disease|
01145|31|3040|general medicine|30190|infectious disease|
01146|31|3040|general medicine|30190|infectious disease|
01150|31|3040|general medicine|30190|infectious disease|
01151|31|3040|general medicine|30190|infectious disease|
01152|31|3040|general medicine|30190|infectious disease|
01153|31|3040|general medicine|30190|infectious disease|
01154|31|3040|general medicine|30190|infectious disease|
01155|31|3040|general medicine|30190|infectious disease|
01156|31|3040|general medicine|30190|infectious disease|
01160|31|3040|general medicine|30190|infectious disease|
01161|31|3040|general medicine|30190|infectious disease|
01162|31|3040|general medicine|30190|infectious disease|
01163|31|3040|general medicine|30190|infectious disease|
01164|31|3040|general medicine|30190|infectious disease|
01165|31|3040|general medicine|30190|infectious disease|
01166|31|3040|general medicine|30190|infectious disease|
01170|31|3040|general medicine|30190|infectious disease|
01171|31|3040|general medicine|30190|infectious disease|
01172|31|3040|general medicine|30190|infectious disease|
01173|31|3040|general medicine|30190|infectious disease|
01174|31|3040|general medicine|30190|infectious disease|
01175|31|3040|general medicine|30190|infectious disease|
01176|31|3040|general medicine|30190|infectious disease|
01180|31|3040|general medicine|30190|infectious disease|
01181|31|3040|general medicine|30190|infectious disease|
01182|31|3040|general medicine|30190|infectious disease|
01183|31|3040|general medicine|30190|infectious disease|
01184|31|3040|general medicine|30190|infectious disease|
01185|31|3040|general medicine|30190|infectious disease|
01186|31|3040|general medicine|30190|infectious disease|
01190|31|3040|general medicine|30190|infectious disease|
01191|31|3040|general medicine|30190|infectious disease|
01192|31|3040|general medicine|30190|infectious disease|
01193|31|3040|general medicine|30190|infectious disease|
01194|31|3040|general medicine|30190|infectious disease|
01195|31|3040|general medicine|30190|infectious disease|
01196|31|3040|general medicine|30190|infectious disease|
012.00|31|3040|general medicine|30190|infectious disease|
012.01|31|3040|general medicine|30190|infectious disease|
012.02|31|3040|general medicine|30190|infectious disease|
012.03|31|3040|general medicine|30190|infectious disease|
012.04|31|3040|general medicine|30190|infectious disease|
012.05|31|3040|general medicine|30190|infectious disease|
012.06|31|3040|general medicine|30190|infectious disease|
012.10|31|3040|general medicine|30190|infectious disease|
012.11|31|3040|general medicine|30190|infectious disease|
012.12|31|3040|general medicine|30190|infectious disease|
012.13|31|3040|general medicine|30190|infectious disease|
012.14|31|3040|general medicine|30190|infectious disease|
012.15|31|3040|general medicine|30190|infectious disease|
012.16|31|3040|general medicine|30190|infectious disease|
012.20|31|3040|general medicine|30190|infectious disease|
012.21|31|3040|general medicine|30190|infectious disease|
012.22|31|3040|general medicine|30190|infectious disease|
012.23|31|3040|general medicine|30190|infectious disease|
012.24|31|3040|general medicine|30190|infectious disease|
012.25|31|3040|general medicine|30190|infectious disease|
012.26|31|3040|general medicine|30190|infectious disease|
012.30|31|3040|general medicine|30190|infectious disease|
012.31|31|3040|general medicine|30190|infectious disease|
012.32|31|3040|general medicine|30190|infectious disease|
012.33|31|3040|general medicine|30190|infectious disease|
012.34|31|3040|general medicine|30190|infectious disease|
012.35|31|3040|general medicine|30190|infectious disease|
012.36|31|3040|general medicine|30190|infectious disease|
012.80|31|3040|general medicine|30190|infectious disease|
012.81|31|3040|general medicine|30190|infectious disease|
012.82|31|3040|general medicine|30190|infectious disease|
012.83|31|3040|general medicine|30190|infectious disease|
012.84|31|3040|general medicine|30190|infectious disease|
012.85|31|3040|general medicine|30190|infectious disease|
012.86|31|3040|general medicine|30190|infectious disease|
01200|31|3040|general medicine|30190|infectious disease|
01201|31|3040|general medicine|30190|infectious disease|
01202|31|3040|general medicine|30190|infectious disease|
01203|31|3040|general medicine|30190|infectious disease|
01204|31|3040|general medicine|30190|infectious disease|
01205|31|3040|general medicine|30190|infectious disease|
01206|31|3040|general medicine|30190|infectious disease|
01210|31|3040|general medicine|30190|infectious disease|
01211|31|3040|general medicine|30190|infectious disease|
01212|31|3040|general medicine|30190|infectious disease|
01213|31|3040|general medicine|30190|infectious disease|
01214|31|3040|general medicine|30190|infectious disease|
01215|31|3040|general medicine|30190|infectious disease|
01216|31|3040|general medicine|30190|infectious disease|
01220|31|3040|general medicine|30190|infectious disease|
01221|31|3040|general medicine|30190|infectious disease|
01222|31|3040|general medicine|30190|infectious disease|
01223|31|3040|general medicine|30190|infectious disease|
01224|31|3040|general medicine|30190|infectious disease|
01225|31|3040|general medicine|30190|infectious disease|
01226|31|3040|general medicine|30190|infectious disease|
01230|31|3040|general medicine|30190|infectious disease|
01231|31|3040|general medicine|30190|infectious disease|
01232|31|3040|general medicine|30190|infectious disease|
01233|31|3040|general medicine|30190|infectious disease|
01234|31|3040|general medicine|30190|infectious disease|
01235|31|3040|general medicine|30190|infectious disease|
01236|31|3040|general medicine|30190|infectious disease|
01280|31|3040|general medicine|30190|infectious disease|
01281|31|3040|general medicine|30190|infectious disease|
01282|31|3040|general medicine|30190|infectious disease|
01283|31|3040|general medicine|30190|infectious disease|
01284|31|3040|general medicine|30190|infectious disease|
01285|31|3040|general medicine|30190|infectious disease|
01286|31|3040|general medicine|30190|infectious disease|
013.00|31|3040|general medicine|30190|infectious disease|
013.01|31|3040|general medicine|30190|infectious disease|
013.02|31|3040|general medicine|30190|infectious disease|
013.03|31|3040|general medicine|30190|infectious disease|
013.04|31|3040|general medicine|30190|infectious disease|
013.05|31|3040|general medicine|30190|infectious disease|
013.06|31|3040|general medicine|30190|infectious disease|
013.10|31|3040|general medicine|30190|infectious disease|
013.11|31|3040|general medicine|30190|infectious disease|
013.12|31|3040|general medicine|30190|infectious disease|
013.13|31|3040|general medicine|30190|infectious disease|
013.14|31|3040|general medicine|30190|infectious disease|
013.15|31|3040|general medicine|30190|infectious disease|
013.16|31|3040|general medicine|30190|infectious disease|
013.20|31|3040|general medicine|30190|infectious disease|
013.21|31|3040|general medicine|30190|infectious disease|
013.22|31|3040|general medicine|30190|infectious disease|
013.23|31|3040|general medicine|30190|infectious disease|
013.24|31|3040|general medicine|30190|infectious disease|
013.25|31|3040|general medicine|30190|infectious disease|
013.26|31|3040|general medicine|30190|infectious disease|
013.30|31|3040|general medicine|30190|infectious disease|
013.31|31|3040|general medicine|30190|infectious disease|
013.32|31|3040|general medicine|30190|infectious disease|
013.33|31|3040|general medicine|30190|infectious disease|
013.34|31|3040|general medicine|30190|infectious disease|
013.35|31|3040|general medicine|30190|infectious disease|
013.36|31|3040|general medicine|30190|infectious disease|
013.40|31|3040|general medicine|30190|infectious disease|
013.41|31|3040|general medicine|30190|infectious disease|
013.42|31|3040|general medicine|30190|infectious disease|
013.43|31|3040|general medicine|30190|infectious disease|
013.44|31|3040|general medicine|30190|infectious disease|
013.45|31|3040|general medicine|30190|infectious disease|
013.46|31|3040|general medicine|30190|infectious disease|
013.50|31|3040|general medicine|30190|infectious disease|
013.51|31|3040|general medicine|30190|infectious disease|
013.52|31|3040|general medicine|30190|infectious disease|
013.53|31|3040|general medicine|30190|infectious disease|
013.54|31|3040|general medicine|30190|infectious disease|
013.55|31|3040|general medicine|30190|infectious disease|
013.56|31|3040|general medicine|30190|infectious disease|
013.60|31|3040|general medicine|30190|infectious disease|
013.61|31|3040|general medicine|30190|infectious disease|
013.62|31|3040|general medicine|30190|infectious disease|
013.63|31|3040|general medicine|30190|infectious disease|
013.64|31|3040|general medicine|30190|infectious disease|
013.65|31|3040|general medicine|30190|infectious disease|
013.66|31|3040|general medicine|30190|infectious disease|
013.80|31|3040|general medicine|30190|infectious disease|
013.81|31|3040|general medicine|30190|infectious disease|
013.82|31|3040|general medicine|30190|infectious disease|
013.83|31|3040|general medicine|30190|infectious disease|
013.84|31|3040|general medicine|30190|infectious disease|
013.85|31|3040|general medicine|30190|infectious disease|
013.86|31|3040|general medicine|30190|infectious disease|
013.90|31|3040|general medicine|30190|infectious disease|
013.91|31|3040|general medicine|30190|infectious disease|
013.92|31|3040|general medicine|30190|infectious disease|
013.93|31|3040|general medicine|30190|infectious disease|
013.94|31|3040|general medicine|30190|infectious disease|
013.95|31|3040|general medicine|30190|infectious disease|
013.96|31|3040|general medicine|30190|infectious disease|
01300|31|3040|general medicine|30190|infectious disease|
01301|31|3040|general medicine|30190|infectious disease|
01302|31|3040|general medicine|30190|infectious disease|
01303|31|3040|general medicine|30190|infectious disease|
01304|31|3040|general medicine|30190|infectious disease|
01305|31|3040|general medicine|30190|infectious disease|
01306|31|3040|general medicine|30190|infectious disease|
01310|31|3040|general medicine|30190|infectious disease|
01311|31|3040|general medicine|30190|infectious disease|
01312|31|3040|general medicine|30190|infectious disease|
01313|31|3040|general medicine|30190|infectious disease|
01314|31|3040|general medicine|30190|infectious disease|
01315|31|3040|general medicine|30190|infectious disease|
01316|31|3040|general medicine|30190|infectious disease|
01320|31|3040|general medicine|30190|infectious disease|
01321|31|3040|general medicine|30190|infectious disease|
01322|31|3040|general medicine|30190|infectious disease|
01323|31|3040|general medicine|30190|infectious disease|
01324|31|3040|general medicine|30190|infectious disease|
01325|31|3040|general medicine|30190|infectious disease|
01326|31|3040|general medicine|30190|infectious disease|
01330|31|3040|general medicine|30190|infectious disease|
01331|31|3040|general medicine|30190|infectious disease|
01332|31|3040|general medicine|30190|infectious disease|
01333|31|3040|general medicine|30190|infectious disease|
01334|31|3040|general medicine|30190|infectious disease|
01335|31|3040|general medicine|30190|infectious disease|
01336|31|3040|general medicine|30190|infectious disease|
01340|31|3040|general medicine|30190|infectious disease|
01341|31|3040|general medicine|30190|infectious disease|
01342|31|3040|general medicine|30190|infectious disease|
01343|31|3040|general medicine|30190|infectious disease|
01344|31|3040|general medicine|30190|infectious disease|
01345|31|3040|general medicine|30190|infectious disease|
01346|31|3040|general medicine|30190|infectious disease|
01350|31|3040|general medicine|30190|infectious disease|
01351|31|3040|general medicine|30190|infectious disease|
01352|31|3040|general medicine|30190|infectious disease|
01353|31|3040|general medicine|30190|infectious disease|
01354|31|3040|general medicine|30190|infectious disease|
01355|31|3040|general medicine|30190|infectious disease|
01356|31|3040|general medicine|30190|infectious disease|
01360|31|3040|general medicine|30190|infectious disease|
01361|31|3040|general medicine|30190|infectious disease|
01362|31|3040|general medicine|30190|infectious disease|
01363|31|3040|general medicine|30190|infectious disease|
01364|31|3040|general medicine|30190|infectious disease|
01365|31|3040|general medicine|30190|infectious disease|
01366|31|3040|general medicine|30190|infectious disease|
01380|31|3040|general medicine|30190|infectious disease|
01381|31|3040|general medicine|30190|infectious disease|
01382|31|3040|general medicine|30190|infectious disease|
01383|31|3040|general medicine|30190|infectious disease|
01384|31|3040|general medicine|30190|infectious disease|
01385|31|3040|general medicine|30190|infectious disease|
01386|31|3040|general medicine|30190|infectious disease|
01390|31|3040|general medicine|30190|infectious disease|
01391|31|3040|general medicine|30190|infectious disease|
01392|31|3040|general medicine|30190|infectious disease|
01393|31|3040|general medicine|30190|infectious disease|
01394|31|3040|general medicine|30190|infectious disease|
01395|31|3040|general medicine|30190|infectious disease|
01396|31|3040|general medicine|30190|infectious disease|
014.00|31|3040|general medicine|30190|infectious disease|
014.01|31|3040|general medicine|30190|infectious disease|
014.02|31|3040|general medicine|30190|infectious disease|
014.03|31|3040|general medicine|30190|infectious disease|
014.04|31|3040|general medicine|30190|infectious disease|
014.05|31|3040|general medicine|30190|infectious disease|
014.06|31|3040|general medicine|30190|infectious disease|
014.80|31|3040|general medicine|30190|infectious disease|
014.81|31|3040|general medicine|30190|infectious disease|
014.82|31|3040|general medicine|30190|infectious disease|
014.83|31|3040|general medicine|30190|infectious disease|
014.84|31|3040|general medicine|30190|infectious disease|
014.85|31|3040|general medicine|30190|infectious disease|
014.86|31|3040|general medicine|30190|infectious disease|
01400|31|3040|general medicine|30190|infectious disease|
01401|31|3040|general medicine|30190|infectious disease|
01402|31|3040|general medicine|30190|infectious disease|
01403|31|3040|general medicine|30190|infectious disease|
01404|31|3040|general medicine|30190|infectious disease|
01405|31|3040|general medicine|30190|infectious disease|
01406|31|3040|general medicine|30190|infectious disease|
01480|31|3040|general medicine|30190|infectious disease|
01481|31|3040|general medicine|30190|infectious disease|
01482|31|3040|general medicine|30190|infectious disease|
01483|31|3040|general medicine|30190|infectious disease|
01484|31|3040|general medicine|30190|infectious disease|
01485|31|3040|general medicine|30190|infectious disease|
01486|31|3040|general medicine|30190|infectious disease|
015.00|31|3040|general medicine|30190|infectious disease|
015.01|31|3040|general medicine|30190|infectious disease|
015.02|31|3040|general medicine|30190|infectious disease|
015.03|31|3040|general medicine|30190|infectious disease|
015.04|31|3040|general medicine|30190|infectious disease|
015.05|31|3040|general medicine|30190|infectious disease|
015.06|31|3040|general medicine|30190|infectious disease|
015.10|31|3040|general medicine|30190|infectious disease|
015.11|31|3040|general medicine|30190|infectious disease|
