CODE_GROUP|MX_TYPE|MX_CODE
13300|31|25033
13400|31|334.1
13400|31|3341
13400|31|342.00
13400|31|342.01
13400|31|342.02
13400|31|342.10
13400|31|342.11
13400|31|342.12
13400|31|342.80
13400|31|342.81
13400|31|342.82
13400|31|342.90
13400|31|342.91
13400|31|342.92
13400|31|34200
13400|31|34201
13400|31|34202
13400|31|34210
13400|31|34211
13400|31|34212
13400|31|34280
13400|31|34281
13400|31|34282
13400|31|34290
13400|31|34291
13400|31|34292
13400|31|343.0
13400|31|343.1
13400|31|343.2
13400|31|343.3
13400|31|343.4
13400|31|343.8
13400|31|343.9
13400|31|3430
13400|31|3431
13400|31|3432
13400|31|3433
12900|31|49322
12900|31|49381
12900|31|49382
12900|31|49390
12900|31|49391
12900|31|49392
12900|31|494.0
12900|31|494.1
12900|31|4940
12900|31|4941
12900|31|495.0
12900|31|495.1
12900|31|495.2
12900|31|495.3
12900|31|495.4
12900|31|495.5
12900|31|495.6
12900|31|495.7
12900|31|495.8
12900|31|495.9
12900|31|4950
12900|31|4951
12900|31|4952
12900|31|4953
12900|31|4954
12900|31|4955
12900|31|4956
12900|31|4957
12900|31|4958
12900|31|4959
12900|31|496
12900|31|500
12900|31|501
12900|31|502
12900|31|503
12900|31|504
12900|31|505
12900|31|506.4
12900|31|5064
12900|31|508.1
12900|31|508.8
12900|31|5081
12900|31|5088
13000|31|398.91
13000|31|39891
13000|31|402.01
13000|31|402.11
13000|31|402.91
13000|31|40201
13000|31|40211
13000|31|40291
13000|31|404.01
13000|31|404.03
13000|31|404.11
13000|31|404.13
13000|31|404.91
13000|31|404.93
13000|31|40401
13000|31|40403
13000|31|40411
13000|31|40413
13000|31|40491
13000|31|40493
13000|31|425.4
13000|31|425.5
13000|31|425.7
13000|31|425.8
13000|31|425.9
13000|31|4254
13000|31|4255
13000|31|4257
13000|31|4258
13000|31|4259
13000|31|428.0
13000|31|428.1
13000|31|428.20
13000|31|428.21
13000|31|428.22
13000|31|428.23
13000|31|428.30
13000|31|428.31
13000|31|428.32
13000|31|428.33
13000|31|428.40
13000|31|428.41
13000|31|428.42
13000|31|428.43
13000|31|428.9
13000|31|4280
13000|31|4281
13000|31|42820
13000|31|42821
13000|31|42822
13000|31|42823
13000|31|42830
13000|31|42831
13000|31|42832
13000|31|42833
13000|31|42840
13400|31|344.2
13000|31|42841
13000|31|42842
13000|31|42843
13000|31|4289
13100|31|290.0
13100|31|290.10
13100|31|290.11
13100|31|290.12
13100|31|290.13
13100|31|290.20
13100|31|290.21
13100|31|290.3
13100|31|290.40
13100|31|290.41
13100|31|290.42
13100|31|290.43
13100|31|290.8
13100|31|290.9
13100|31|2900
13100|31|29010
13100|31|29011
13100|31|29012
13100|31|29013
13100|31|29020
13100|31|29021
13100|31|2903
13100|31|29040
13100|31|29041
13100|31|29042
13100|31|29043
13100|31|2908
13100|31|2909
13100|31|331.2
13100|31|3312
13200|31|250.40
13200|31|250.41
13200|31|250.42
13200|31|250.43
13200|31|250.50
13200|31|250.51
13200|31|250.52
13200|31|250.53
13200|31|250.60
13200|31|250.61
13200|31|250.62
13200|31|250.63
13200|31|250.70
13200|31|250.71
13200|31|250.72
13200|31|250.73
13200|31|25040
13200|31|25041
13200|31|25042
13200|31|25043
13200|31|25050
13200|31|25051
13200|31|25052
13200|31|25053
13200|31|25060
13200|31|25061
13200|31|25062
13200|31|25063
13200|31|25070
13200|31|25071
13200|31|25072
13200|31|25073
13300|31|250.00
13300|31|250.01
13900|31|53361
13900|31|53370
13900|31|53371
13900|31|53390
13900|31|53391
13900|31|534.00
13900|31|534.01
13900|31|534.10
13900|31|534.11
13900|31|534.20
13900|31|534.21
13900|31|534.30
13900|31|534.31
13900|31|534.40
13900|31|534.41
13900|31|534.50
13900|31|534.51
13900|31|534.60
13900|31|534.61
13900|31|534.70
13900|31|534.71
13900|31|534.90
13900|31|534.91
13900|31|53400
13900|31|53401
13900|31|53410
13900|31|53411
13900|31|53420
13900|31|53421
13900|31|53430
13900|31|53431
13900|31|53440
13900|31|53441
13900|31|53450
13900|31|53451
13900|31|53460
13900|31|53461
13900|31|53470
13900|31|53471
13900|31|53490
13900|31|53491
14000|31|093.0
14000|31|0930
14000|31|437.3
14000|31|4373
14000|31|440.0
14000|31|440.1
14000|31|440.20
14000|31|440.21
14000|31|440.22
14000|31|440.23
14000|31|440.24
14000|31|440.29
14000|31|440.30
14000|31|440.31
14000|31|440.32
14000|31|440.4
14000|31|440.8
14000|31|440.9
14000|31|4400
14000|31|4401
14000|31|44020
14000|31|44021
14000|31|44022
14000|31|44100
14000|31|44101
14000|31|44102
14000|31|44103
14000|31|4411
14000|31|4412
14000|31|4413
14000|31|4414
14000|31|4415
14000|31|4416
14000|31|4417
14000|31|4419
14000|31|443.0
14000|31|44023
14000|31|44024
14000|31|44029
14000|31|44030
14000|31|44031
14000|31|44032
14000|31|4404
14000|31|4408
14000|31|4409
14000|31|441.00
14000|31|441.01
14000|31|441.02
14000|31|441.03
14000|31|441.1
14000|31|441.2
14000|31|441.3
14000|31|441.4
14000|31|441.5
14000|31|441.6
14000|31|441.7
14000|31|441.9
12800|31|437.8
12800|31|437.9
12800|31|4370
12800|31|4371
12800|31|4372
12800|31|4373
12800|31|4374
12800|31|4375
12800|31|4376
12800|31|4377
12800|31|4378
12800|31|4379
12800|31|438.0
12800|31|438.10
12800|31|438.11
12800|31|438.12
12800|31|438.13
12800|31|438.14
12800|31|438.19
12800|31|438.20
12800|31|438.21
12800|31|438.22
12800|31|438.30
12800|31|438.31
12800|31|438.32
12800|31|438.40
12800|31|438.41
12800|31|438.42
12800|31|438.50
12800|31|438.51
12800|31|438.52
12800|31|438.53
12800|31|438.6
12800|31|438.7
12800|31|438.81
12800|31|438.82
12800|31|438.83
12800|31|438.84
12800|31|438.85
12800|31|438.89
12800|31|438.9
12800|31|4380
12800|31|43810
12800|31|43811
12800|31|43812
12800|31|43813
12800|31|43814
12800|31|43819
13600|31|57142
13600|31|57149
13600|31|5715
13600|31|5716
13600|31|5718
13600|31|5719
13600|31|573.3
13600|31|573.4
13600|31|573.8
13600|31|573.9
13600|31|5733
13600|31|5734
13600|31|5738
13600|31|5739
13600|31|v42.7
13600|31|v427
13700|31|456.0
13700|31|456.1
13700|31|456.20
13700|31|456.21
13700|31|4560
13700|31|4561
13700|31|45620
13700|31|45621
13700|31|572.2
13700|31|572.3
13700|31|572.4
13700|31|572.8
13700|31|5722
13700|31|5723
13700|31|5724
13700|31|5728
13800|31|410.00
13800|31|410.01
13800|31|410.02
13800|31|410.10
13800|31|410.11
13800|31|410.12
13800|31|410.20
13800|31|410.21
13800|31|410.22
13800|31|410.30
13800|31|410.31
13800|31|410.32
13800|31|410.40
13800|31|410.41
13800|31|410.42
13800|31|410.50
13800|31|410.51
13800|31|410.52
13800|31|410.60
13800|31|410.61
13800|31|410.62
13800|31|410.70
13800|31|410.71
13800|31|410.72
13800|31|410.80
13800|31|410.81
13800|31|410.82
13800|31|410.90
13800|31|410.91
13800|31|410.92
13800|31|41000
13800|31|41001
13800|31|41002
13800|31|41010
13800|31|41011
13800|31|41012
13800|31|41020
13800|31|41021
13800|31|41022
13800|31|41030
13800|31|41031
13800|31|41032
13800|31|41040
13800|31|41041
13800|31|41042
13800|31|41050
13800|31|41051
13800|31|41052
13800|31|41060
13800|31|41061
13800|31|41062
13800|31|41070
13800|31|41071
13800|31|41072
13800|31|41080
13800|31|41081
13800|31|41082
13800|31|41090
13800|31|41091
13800|31|41092
13800|31|412
13900|31|531.00
13900|31|531.01
13900|31|531.10
13900|31|531.11
13900|31|531.20
13900|31|531.21
13900|31|531.30
13900|31|531.31
13900|31|531.40
13900|31|531.41
13900|31|531.50
13900|31|531.51
13900|31|531.60
13900|31|531.61
13900|31|531.70
13900|31|531.71
13900|31|531.90
13900|31|531.91
13900|31|53100
13900|31|53101
13900|31|53110
13900|31|53111
13900|31|53120
13900|31|53121
13900|31|53130
15600|31|01602
15600|31|01603
15600|31|01604
15600|31|01605
15600|31|01606
15600|31|1890
15600|31|1899
15600|31|2230
15600|31|23691
15600|31|24940
15600|31|24941
15600|31|25040
15600|31|25041
15600|31|25042
15600|31|25043
15600|31|2714
15600|31|27410
15600|31|28311
15600|31|40301
15600|31|40311
15600|31|40391
15600|31|40402
15600|31|40403
15600|31|40412
15600|31|40413
15600|31|40492
15600|31|40493
15600|31|4401
15600|31|4421
15600|31|5724
15600|31|5800
15600|31|5804
15600|31|58081
15600|31|58089
15600|31|5809
13400|31|344.30
13400|31|344.31
13400|31|344.32
13400|31|344.40
13400|31|344.41
13400|31|344.42
13400|31|344.5
13400|31|344.60
13400|31|344.61
13400|31|344.9
13400|31|34400
13400|31|34401
13400|31|34402
13400|31|34403
13400|31|34404
13400|31|34409
13400|31|3441
13400|31|3442
13400|31|34430
13400|31|34431
13400|31|34432
13400|31|34440
13400|31|34441
13400|31|34442
13400|31|3445
13400|31|34460
13400|31|34461
13400|31|3449
13500|31|196.0
13500|31|196.1
13500|31|196.2
13500|31|196.3
13500|31|196.5
13500|31|196.6
13500|31|196.8
15600|31|75320
15600|31|75321
15600|31|75322
15600|31|75323
15600|31|75329
15600|31|7944
15700|31|4910
15700|31|4911
15700|31|4918
15700|31|4920
15700|31|4928
15700|31|49120
15700|31|49121
15700|31|49122
15700|31|4940
15700|31|4941
15800|31|29620
15600|31|5810
15600|31|5811
15600|31|5812
15600|31|5813
15600|31|58181
15600|31|58189
15600|31|5819
15600|31|5820
15600|31|5821
15600|31|5822
15600|31|5824
15600|31|58281
15600|31|58289
15600|31|5829
15600|31|5830
15600|31|5831
15600|31|5832
15600|31|5834
15600|31|5836
15600|31|5837
15600|31|58381
15600|31|58389
15600|31|5839
15600|31|5845
15600|31|5846
15600|31|5847
15600|31|5848
15600|31|5849
15600|31|5851
15600|31|5852
15600|31|5853
15600|31|5854
15600|31|5856
15600|31|5859
15600|31|587
15600|31|5880
15600|31|5881
15600|31|58881
15600|31|58889
15600|31|5889
15600|31|591
15600|31|75312
15600|31|75313
15600|31|75314
15600|31|75315
15600|31|75316
15600|31|75317
15600|31|75319
13500|31|196.9
13500|31|1960
13500|31|1961
13500|31|1962
13500|31|1963
13500|31|1965
13500|31|1966
13500|31|1968
13500|31|1969
13500|31|197.0
13500|31|197.1
13500|31|197.2
13500|31|197.3
13500|31|197.4
13500|31|197.5
13500|31|197.6
13500|31|197.7
13500|31|197.8
13500|31|1970
13500|31|1971
13500|31|1972
13500|31|1973
13500|31|1974
13500|31|1975
13500|31|1976
13500|31|1977
13500|31|1978
13500|31|198.0
13500|31|198.1
13500|31|198.2
13500|31|198.3
13500|31|198.4
13500|31|198.5
13500|31|198.6
13500|31|198.7
13500|31|198.81
13500|31|198.82
13500|31|198.89
13500|31|1980
13500|31|1981
13500|31|1982
13500|31|1983
13500|31|1984
13500|31|1985
13500|31|1986
13500|31|1987
13500|31|19881
13500|31|19882
13500|31|19889
13500|31|199.0
13500|31|199.1
13500|31|199.2
13500|31|1990
13500|31|1991
13500|31|1992
13600|31|070.22
13600|31|070.23
13600|31|070.32
13600|31|070.33
13600|31|070.44
13600|31|070.54
13600|31|070.6
13600|31|070.9
13600|31|07022
13600|31|07023
13600|31|07032
13600|31|07033
13600|31|07044
13600|31|07054
13600|31|0706
13600|31|0709
13600|31|570
13600|31|571.0
13600|31|571.1
13600|31|571.2
13600|31|571.3
13600|31|571.40
13600|31|571.41
13600|31|571.42
13600|31|571.49
13600|31|571.5
13600|31|571.6
13600|31|571.8
13600|31|571.9
13600|31|5710
13600|31|5711
13600|31|5712
13600|31|5713
13600|31|57140
13600|31|57141
13900|31|53211
13900|31|53220
13900|31|53221
13900|31|53230
13900|31|53231
13900|31|53240
13900|31|53241
13900|31|53250
13900|31|53251
13900|31|53260
13900|31|53261
13900|31|53270
13900|31|53271
13900|31|53290
13900|31|53291
13900|31|533.00
13900|31|533.01
13900|31|533.10
13900|31|533.11
13900|31|533.20
13900|31|533.21
13900|31|533.30
13900|31|533.31
13900|31|533.40
13900|31|533.41
13900|31|533.50
13900|31|533.51
13900|31|533.60
13900|31|533.61
13900|31|533.70
13900|31|533.71
13900|31|533.90
13900|31|533.91
13900|31|53300
13900|31|53301
13900|31|53310
13900|31|53311
13900|31|53320
13900|31|53321
13900|31|53330
13900|31|53331
13900|31|53340
13900|31|53341
13900|31|53350
13900|31|53351
13900|31|53360
16200|31|80853
16200|31|80854
16200|31|80859
16200|31|8088
16200|31|8089
16200|31|82000
14000|31|443.1
14000|31|443.21
14000|31|443.22
14000|31|443.23
14000|31|443.24
14000|31|443.29
14000|31|443.81
14000|31|443.82
16500|31|41062
16500|31|41070
16500|31|41071
16500|31|41072
16500|31|41080
16500|31|41081
16500|31|41082
16500|31|41090
16500|31|41091
16500|31|41092
16500|31|4110
16500|31|4111
16500|31|41181
16500|31|41189
16200|31|82001
16200|31|82002
16200|31|82003
16200|31|82009
16200|31|82010
16200|31|82011
16200|31|82012
16200|31|82013
16200|31|82019
16200|31|82020
16200|31|82021
13100|31|294.10
16200|31|82022
16200|31|82030
16200|31|82031
16200|31|82032
16200|31|8208
16200|31|8209
16300|31|2720
16300|31|2721
16300|31|2722
16300|31|2723
16300|31|2724
16400|31|36211
16400|31|4010
16400|31|4011
16400|31|4019
16400|31|40200
16400|31|40201
16400|31|40210
16400|31|40211
16400|31|40290
16400|31|40291
16400|31|40300
16400|31|40301
16400|31|40310
16400|31|40311
16400|31|40390
16400|31|40391
16400|31|40400
16400|31|40401
16400|31|40402
16400|31|40403
16400|31|40410
16400|31|40411
16400|31|40412
16400|31|40413
16400|31|40490
16400|31|40491
16400|31|40492
16400|31|40493
16400|31|40501
16400|31|40509
16400|31|40511
16400|31|40519
16400|31|40591
